,taxon,back_red,bell_red,brea_red,crow_red,rump_red,tail_red,thro_red,back_bright,bell_bright,brea_bright,crow_bright,rump_bright,tail_bright,thro_bright,bio1,bio12,scaled_temp,scaled_precip,Habitat
Thria_berle_xxx,Thria_berle_xxx,0.032373398,0.041319527,0.054334306,0.039096384,0.033295432,0.039898335,0.051030667,0.250145116,0.308231177,0.316044933,0.29573011,0.273832537,0.305108677,0.316953924,12.25,1129.5,-0.975802013,-0.480043163,Forest
Thria_fusci_xxx,Thria_fusci_xxx,0.037475838,0.052940096,0.060421564,0.032661946,0.041310939,0.053073773,0.061998171,0.294261068,0.369840068,0.394214215,0.312894478,0.324099002,0.336077917,0.424219752,25.4,2359.5,1.100992067,1.031618084,Forest
Thria_macro_xxx,Thria_macro_xxx,0.035520087,0.058917762,0.052545753,0.033743079,0.047171194,0.093591085,0.043235708,0.273961411,0.381948826,0.382176635,0.255861033,0.299545011,0.431486872,0.383551189,23.8,1155,0.848302293,-0.448703845,Intermediate
Thrie_flamm_xxx,Thrie_flamm_xxx,0.014019435,0.03923305,0.025596591,0.01563134,0.023387537,0.025401838,0.034049193,0.255162046,0.312398715,0.285446899,0.252059673,0.245008098,0.290580137,0.311927052,15.75,1852,-0.423043132,0.407904195,Forest
Thrie_holos_xxx,Thrie_holos_xxx,0.021783782,0.054472387,0.050010798,0.011317393,0.026267864,0.031827414,0.053550072,0.251324022,0.352885435,0.348657218,0.224796514,0.24044663,0.286706179,0.381223432,16.95,1621.5,-0.233525802,0.124621336,Forest
Thrie_ignob_xxx,Thrie_ignob_xxx,0.01194843,0.028790184,0.023812556,0.010783005,0.01646177,0.017524603,0.040894357,0.171775227,0.24817946,0.243348069,0.168725446,0.163272452,0.222077035,0.368202161,19.2,2845,0.121819193,1.628294129,Forest
Thrie_rufob_xxx,Thrie_rufob_xxx,0.016431876,0.065740205,0.048286616,0.011624585,0.025160412,0.032618451,0.06226304,0.217531328,0.346839817,0.327534794,0.225276593,0.236309263,0.27695398,0.371821012,17.9,2950.5,-0.083491248,1.757952878,Forest
Thrie_scrut_xxx,Thrie_scrut_xxx,0.023476353,0.045217086,0.037338963,0.015899007,0.030379459,0.0268039,0.034746995,0.248074946,0.323794326,0.324044113,0.249698069,0.260040124,0.289652619,0.344885839,12.55,985.5,-0.92842268,-0.657018138,Forest
Thrie_virga_xxx,Thrie_virga_xxx,0.01748124,0.070188498,0.056198458,0.010928097,0.031537574,0.03773152,0.056830484,0.201598833,0.362555692,0.316628138,0.213307322,0.237556406,0.306199724,0.34984428,17.4,1909,-0.162456803,0.47795679,Forest
Upuce_albig_xxx,Upuce_albig_xxx,0.031570621,0.113756657,0.088115276,0.022002317,0.036668871,0.035668769,0.084414287,0.302940092,0.613305751,0.50805706,0.265792951,0.324650722,0.321115311,0.541305826,8.5,202.5,-1.56804367,-1.619319567,Nonforest
Upuce_dumet_xxx,Upuce_dumet_xxx,0.028409624,0.106542914,0.074207887,0.023059877,0.033239878,0.034155324,0.058934449,0.311977559,0.663483218,0.484641918,0.293228145,0.344244849,0.353630095,0.548364187,7.7,397,-1.694388557,-1.380280451,Nonforest
Upuce_satur_xxx,Upuce_satur_xxx,0.017472047,0.079586492,0.073788271,0.016748995,0.021769389,0.023235079,0.052889034,0.270486659,0.543192021,0.467680204,0.252415268,0.285587995,0.322602844,0.466369673,14.2,533,-0.667836351,-1.213137418,Nonforest
Upuce_valid_xxx,Upuce_valid_xxx,0.026149246,0.094443171,0.085675463,0.025073616,0.031074337,0.033348887,0.074174633,0.285946315,0.512971151,0.491009743,0.275157012,0.287014201,0.312296822,0.501236711,10.2,242,-1.299560786,-1.570774348,Nonforest
Xener_minlo_xxx,Xener_minlo_xxx,0.011920544,0.069335146,0.068602808,0.006603849,0.028261453,0.010585333,0.049497774,0.286265447,0.517114915,0.555447853,0.216317954,0.458301206,0.299679582,0.537292139,23.7,3148,0.832509183,2.000678973,Intermediate
Xener_singu_xxx,Xener_singu_xxx,0.013656875,0.045990978,0.050087197,0.014834442,0.011465881,0.013817228,0.045502749,0.289974801,0.435960361,0.506699302,0.246577946,0.328949676,0.36592038,0.506268906,20.65,1321,0.350819301,-0.244691026,Intermediate
Xenop_minut_xxx,Xenop_minut_xxx,0.021143535,0.038184726,0.035452684,0.018004307,0.027232824,0.060566527,0.052725119,0.280309833,0.354592721,0.38340516,0.235497361,0.283241512,0.384212179,0.539596203,25,2449,1.037819624,1.141612947,Forest
Xenop_rutil_xxx,Xenop_rutil_xxx,0.033780737,0.044498616,0.0326042,0.019687084,0.052011082,0.049514689,0.059362677,0.281739956,0.388794739,0.377405963,0.25101961,0.320830148,0.344844633,0.59548773,20.4,1651,0.311336524,0.160876626,Intermediate
Xenop_tenui_xxx,Xenop_tenui_xxx,0.034665607,0.049673985,0.04018882,0.023292614,0.060183784,0.053816561,0.044511082,0.308210246,0.422868399,0.404749054,0.275901825,0.32925464,0.329957214,0.489199931,25.05,2339,1.045716179,1.00642373,Intermediate
Xiphc_albic_xxx,Xiphc_albic_xxx,0.029112321,0.056244437,0.047522488,0.013466179,0.035180379,0.025450775,0.081423436,0.271756162,0.3837376,0.333034258,0.220834451,0.263665706,0.274322934,0.562020987,18,1709,-0.067698137,0.232158213,Forest
Xiphc_falci_xxx,Xiphc_falci_xxx,0.035215102,0.089527026,0.066120602,0.031734877,0.05521163,0.03082083,0.05527915,0.275500264,0.437738594,0.38739673,0.269651783,0.325482962,0.238313152,0.352056542,24.5,959,0.95885407,-0.68958645,Intermediate
Xiphc_major_xxx,Xiphc_major_xxx,0.045855595,0.065479838,0.057837448,0.042455395,0.049621567,0.027874315,0.068140956,0.293400616,0.350678178,0.33540682,0.31966097,0.300254336,0.257804185,0.378082114,25.1,1231,1.053612735,-0.355300385,Intermediate
Xiphr_elega_xxx,Xiphr_elega_xxx,0.026677961,0.052998259,0.042742633,0.017843851,0.039357523,0.027184553,0.058207058,0.267682305,0.372276628,0.331206908,0.228215888,0.289211167,0.276655901,0.382357283,25.4,2509.5,1.100992067,1.215967017,Forest
Xiphr_eryth_xxx,Xiphr_eryth_xxx,0.029878,0.052247176,0.047373726,0.017662229,0.038388951,0.032243062,0.060977268,0.288937197,0.390915191,0.385650791,0.2389176,0.277300112,0.307656857,0.438472773,21.3,2893.5,0.453474522,1.687900284,Forest
Xiphr_flavi_xxx,Xiphr_flavi_xxx,0.025122369,0.050037629,0.046076714,0.02036967,0.039938844,0.033707488,0.111463826,0.280099119,0.379611632,0.382860964,0.248841394,0.307131579,0.285923974,0.528883353,25.1,1550,1.053612735,0.036748345,Forest
Xiphr_fuscu_xxx,Xiphr_fuscu_xxx,0.026262007,0.062097611,0.076206102,0.020941261,0.041473176,0.041521774,0.106766735,0.24903256,0.396334434,0.432915281,0.218006182,0.263798072,0.274877911,0.592556484,19.4,1590,0.153405415,0.08590806,Forest
Xiphr_gutta_xxx,Xiphr_gutta_xxx,0.029020915,0.061305081,0.04810499,0.018061489,0.036210989,0.022964227,0.08361667,0.276712708,0.361373379,0.356526193,0.242755954,0.26254921,0.259519617,0.498912219,25.5,2233,1.116785178,0.876150484,Forest
Xiphr_lachr_xxx,Xiphr_lachr_xxx,0.030213764,0.056169804,0.052830755,0.019076999,0.045567062,0.03385671,0.103744454,0.318099546,0.411365343,0.424235563,0.252413478,0.287655305,0.293974465,0.524036116,25.9,3542,1.179957622,2.484902169,Forest
Xiphr_obsol_xxx,Xiphr_obsol_xxx,0.031714328,0.041674453,0.038767314,0.0201237,0.036060416,0.022329212,0.069619665,0.279093108,0.329996518,0.34289989,0.233573214,0.271540917,0.255560674,0.418197481,26.4,2427,1.258923176,1.114575104,Forest
Xiphr_ocell_chu,Xiphr_ocell_chu,0.024675041,0.04560334,0.039215562,0.018854931,0.036672543,0.029666187,0.058848599,0.261417726,0.355382922,0.333498385,0.242798623,0.27354482,0.290730982,0.395129529,22.3,1853,0.61140563,0.409133188,Forest
Xiphr_parda_xxx,Xiphr_parda_xxx,0.021147194,0.05795255,0.03653529,0.014211171,0.043025449,0.033843516,0.056462073,0.257403833,0.390127076,0.326869276,0.219488435,0.30573036,0.296715474,0.364637136,26.4,2218,1.258923176,0.857715591,Forest
Xiphr_spixi_xxx,Xiphr_spixi_xxx,0.031904757,0.06355188,0.046945611,0.019434279,0.046902799,0.039326946,0.069221733,0.29051345,0.388583718,0.348269713,0.242625794,0.291038437,0.319522161,0.428584343,25.45,2150.5,1.108888623,0.774758571,Forest
Xiphr_sussu_xxx,Xiphr_sussu_xxx,0.029454187,0.055564061,0.048932743,0.022716178,0.03920665,0.025931608,0.074709256,0.280193156,0.376764388,0.362009266,0.282099075,0.283324495,0.270312968,0.442629998,25.9,2708,1.179957622,1.459922104,Forest
Xiphr_trian_tri,Xiphr_trian_tri,0.024568943,0.040441735,0.027038813,0.014916658,0.029090281,0.028329481,0.040142929,0.289928572,0.376504962,0.340933382,0.257301123,0.302974953,0.309463445,0.411864771,19.2,1626,0.121819193,0.130151804,Forest
